RS-HOOKS-FILETREE-09	g3rs-hooks/script-stats-inventory	packages/rs/hooks/g3rs-hooks-file-tree-checks/crates/runtime/src/script_stats_inventory/rule.rs
RS-HOOKS-FILETREE-10	g3rs-hooks/pre-commit-file-size-inventory	packages/rs/hooks/g3rs-hooks-file-tree-checks/crates/runtime/src/pre_commit_file_size_inventory/rule.rs
RS-HOOKS-SOURCE-01	g3rs-hooks/dispatcher-pattern	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/bootstrap/dispatcher_pattern/rule.rs
RS-HOOKS-SOURCE-02	g3rs-hooks/real-dispatcher-syntax-only	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/shell_safety/real_dispatcher_syntax_only/rule.rs
RS-HOOKS-SOURCE-03	g3rs-hooks/fmt-step-present	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/fmt_step_present/rule.rs
RS-HOOKS-SOURCE-04	g3rs-hooks/clippy-step-present	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/clippy_step_present/rule.rs
RS-HOOKS-SOURCE-05	g3rs-hooks/cargo-deny-step-present	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/cargo_deny_step_present/rule.rs
RS-HOOKS-SOURCE-06	g3rs-hooks/test-step-present	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/test_step_present/rule.rs
RS-HOOKS-SOURCE-07	g3rs-hooks/cargo-machete-step-present	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/cargo_machete_step_present/rule.rs
RS-HOOKS-SOURCE-08	g3rs-hooks/duplication-tool-is-cargo-dupes	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/duplication_tool_is_cargo_dupes/rule.rs
RS-HOOKS-SOURCE-09	g3rs-hooks/guardrail-validate-staged-present	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/guardrail_validate_staged_present/rule.rs
RS-HOOKS-SOURCE-10	g3rs-hooks/clippy-denies-warnings	packages/rs/hooks/g3rs-hooks-source-checks/crates/runtime/src/clippy_denies_warnings/rule.rs
